row,col,map_x,map_y,similarity,R_mean,R_std,G_mean,G_std,B_mean,B_std,GLCM_contrast,GLCM_homogeneity,GLCM_energy,GLCM_correlation,edge_density,DSM_mean,DSM_std,DSM_roughness,pct_ceramic,pct_fiber,pct_paved_road,pct_exposed_soil,pct_vegetation,informality_idx,formality_idx
300,1100,187348.7638,8951291.8997,0.300231,133.470596,17.998295,125.497726,16.279583,112.176804,16.099276,10.184127,0.354166,0.089627,0.702622,0.252225,24.594923,16.303734,6.396110,0.103075,0.029350,0.003975,0.174800,0.682850,0.307225,0.686825
300,1200,187398.7638,8951291.8997,0.136778,137.364655,24.287731,129.361069,22.017195,116.141777,18.418383,9.448775,0.396078,0.078939,0.846223,0.229675,20.975342,14.178534,5.728163,0.083075,0.033925,0.004425,0.266225,0.608675,0.383225,0.613100
300,1300,187448.7638,8951291.8997,0.171603,148.479919,27.752621,139.577820,25.327999,123.034752,20.223486,7.501134,0.500909,0.113565,0.907053,0.148875,19.248003,13.231834,5.148714,0.042750,0.019000,0.001800,0.490725,0.444750,0.552475,0.446550
300,1400,187498.7638,8951291.8997,0.165425,146.702820,28.490511,138.821823,25.509958,122.992447,20.432533,9.082547,0.473956,0.103859,0.890381,0.156675,18.774315,12.756668,4.927081,0.024325,0.024650,0.003200,0.459225,0.484850,0.508200,0.488050
300,1500,187548.7638,8951291.8997,0.241939,136.838303,32.059258,129.844971,29.383350,116.046448,27.478354,15.796967,0.370606,0.066371,0.856616,0.227500,19.985918,12.970539,5.099539,0.074050,0.047175,0.008925,0.251625,0.604025,0.372850,0.612950
300,1600,187598.7638,8951291.8997,0.812564,133.619232,37.028786,125.190575,32.892254,111.470154,31.536057,22.660961,0.322877,0.055603,0.838351,0.270875,19.565016,13.402635,5.392806,0.188650,0.052275,0.011200,0.181225,0.550025,0.422150,0.561225
300,1700,187648.7638,8951291.8997,0.946406,131.316101,40.322098,121.971947,36.288807,109.777672,35.084953,26.915089,0.310564,0.051181,0.839712,0.275275,17.165127,12.413514,5.265601,0.283275,0.058050,0.014200,0.146450,0.475075,0.487775,0.489275
300,1800,187698.7638,8951291.8997,0.883088,134.643402,41.909824,124.898201,38.110630,111.750252,36.729023,27.879673,0.307482,0.049738,0.849102,0.283250,16.977760,12.108397,5.224998,0.276875,0.064250,0.016025,0.163150,0.447075,0.504275,0.463100
400,0,186798.7638,8951241.8997,0.489821,117.471603,31.311138,119.758247,26.794481,99.821724,26.827456,13.784555,0.325289,0.062314,0.855851,0.300425,-196.052948,1453.152344,29.850885,0.022300,0.035775,0.007625,0.093550,0.827175,0.151625,0.834800
400,100,186848.7638,8951241.8997,0.495277,123.174873,31.014786,123.966927,25.467686,102.722672,27.052986,14.569600,0.318660,0.062685,0.838142,0.303900,21.192923,13.562148,4.686095,0.026300,0.030850,0.007325,0.116150,0.803700,0.173300,0.811025
400,200,186898.7638,8951241.8997,0.472032,121.609772,30.818693,122.171051,24.516985,101.082176,27.373222,12.559829,0.333877,0.065107,0.856073,0.291300,22.147755,13.684043,5.109337,0.021625,0.032400,0.012300,0.101925,0.819750,0.155950,0.832050
400,300,186948.7638,8951241.8997,0.394693,122.443153,28.959520,122.690552,23.541557,99.360779,27.343262,10.499737,0.352441,0.069460,0.868611,0.273625,24.039557,13.021966,5.639555,0.027600,0.023550,0.011725,0.096300,0.829075,0.147450,0.840800
400,400,186998.7638,8951241.8997,0.148027,134.228531,25.754869,129.147232,22.390133,109.602272,26.430233,9.452168,0.363669,0.075548,0.864073,0.265175,27.365469,13.627862,6.032565,0.050975,0.015250,0.006075,0.192150,0.715850,0.258375,0.721925
400,500,187048.7638,8951241.8997,0.223556,139.182281,26.734095,131.310699,24.374403,115.874298,25.777832,10.015058,0.353438,0.069693,0.872926,0.282750,30.001732,14.485350,6.532367,0.088475,0.014725,0.003625,0.267225,0.594875,0.370425,0.598500
400,600,187098.7638,8951241.8997,0.337554,137.002319,26.860565,128.730225,24.880993,113.169250,26.163721,12.183698,0.332890,0.066402,0.849813,0.301225,29.277788,15.014455,6.853622,0.144750,0.016475,0.004700,0.229275,0.571175,0.390500,0.575875
400,700,187148.7638,8951241.8997,0.215782,134.196594,20.313250,124.800301,19.729597,109.917328,20.660372,9.371997,0.376969,0.088272,0.810766,0.225650,27.449537,15.247496,6.854518,0.179425,0.014075,0.004475,0.176825,0.605475,0.370325,0.609950
400,800,187198.7638,8951241.8997,0.183834,131.335297,16.452971,121.512497,16.726896,108.194023,16.364311,5.567168,0.443260,0.120267,0.837721,0.129175,27.420912,16.225277,6.918451,0.155100,0.018700,0.004075,0.135600,0.674550,0.309400,0.678625
400,900,187248.7638,8951241.8997,0.258246,126.124275,18.460140,118.487076,17.355928,107.188774,17.688467,7.352087,0.417684,0.106611,0.807967,0.184700,27.539709,16.376156,7.214402,0.110300,0.050375,0.010475,0.079275,0.740800,0.239950,0.751275
400,1000,187298.7638,8951241.8997,0.330835,126.466026,20.515236,119.911972,18.252834,106.383575,19.928703,9.343784,0.369192,0.082954,0.788727,0.252750,24.900852,15.433349,6.775818,0.101700,0.041375,0.008450,0.103525,0.738375,0.246600,0.746825
400,1100,187348.7638,8951241.8997,0.276678,131.199249,20.775434,123.497673,18.061079,107.021278,20.894983,9.319598,0.356567,0.085111,0.793133,0.253975,19.777473,13.919463,5.672864,0.133375,0.009675,0.001400,0.167950,0.681475,0.311000,0.682875
400,1200,187398.7638,8951241.8997,0.310306,131.418427,23.782804,123.978722,20.185719,108.170349,22.654518,9.994823,0.347357,0.079490,0.824206,0.272650,17.665943,12.689642,5.080890,0.154925,0.014075,0.001750,0.184650,0.639550,0.353650,0.641300
400,1300,187448.7638,8951241.8997,0.168091,132.031754,24.163116,124.686226,21.016924,110.440453,21.293247,8.877572,0.387944,0.082706,0.850410,0.223700,17.392530,12.625043,4.740093,0.107725,0.022825,0.001825,0.195375,0.669325,0.325925,0.671150
400,1400,187498.7638,8951241.8997,0.123155,131.969421,19.792892,124.412453,18.354160,111.336601,16.827446,6.836291,0.438408,0.098652,0.840104,0.146925,17.319662,12.640429,4.503365,0.044825,0.026275,0.002625,0.167550,0.756650,0.238650,0.759275
400,1500,187548.7638,8951241.8997,0.143758,131.110352,21.843035,123.105049,20.334780,109.223427,19.645586,7.426080,0.443160,0.102619,0.859542,0.143925,17.374258,12.297759,4.532389,0.051675,0.025150,0.003625,0.143725,0.770125,0.220550,0.773750
400,1600,187598.7638,8951241.8997,0.183404,132.015671,26.349167,122.720947,23.965155,107.199478,22.957941,10.199302,0.419819,0.097866,0.862171,0.170900,15.777804,11.116521,4.461444,0.102425,0.017925,0.003175,0.155500,0.712375,0.275850,0.715550
400,1700,187648.7638,8951241.8997,0.744976,131.245728,35.044060,121.118752,32.727505,107.289703,31.025568,21.128126,0.364193,0.068979,0.842181,0.220250,16.946474,11.484586,5.001332,0.242225,0.034525,0.007275,0.159075,0.536525,0.435825,0.543800
400,1800,187698.7638,8951241.8997,0.952538,128.292419,40.779728,120.188927,37.020851,107.503151,35.433334,26.420897,0.319256,0.052587,0.849599,0.276700,20.304190,13.440807,5.847191,0.270825,0.057600,0.013725,0.155825,0.476550,0.484250,0.490275
500,0,186798.7638,8951191.8997,0.367979,120.415321,29.757748,121.884354,25.511194,101.202950,26.322472,12.282728,0.361982,0.070926,0.859718,0.252825,-241.606049,1598.170166,29.951300,0.013525,0.029325,0.005425,0.078875,0.860475,0.121725,0.865900
500,100,186848.7638,8951191.8997,0.417638,121.969124,32.566223,124.908546,26.838070,101.220749,28.985270,13.389001,0.356652,0.065295,0.867059,0.268850,17.271023,12.207730,4.173821,0.019375,0.031975,0.008925,0.097875,0.825150,0.149225,0.834075
500,200,186898.7638,8951191.8997,0.467859,118.344948,29.931358,122.914146,23.888077,98.052872,26.018444,12.739851,0.335054,0.065410,0.842874,0.289725,14.888822,11.143770,4.085520,0.014175,0.031075,0.014375,0.068975,0.861425,0.114225,0.875800
500,300,186948.7638,8951191.8997,0.427804,118.918877,27.413815,123.845123,22.891521,96.654251,24.889521,12.439294,0.337649,0.070424,0.826694,0.289600,19.327404,12.796401,5.165550,0.005375,0.027075,0.013700,0.040300,0.904200,0.072750,0.917900
500,400,186998.7638,8951191.8997,0.287426,126.750801,27.550238,126.907547,23.030313,103.130501,26.530359,11.480571,0.351300,0.070586,0.844687,0.273900,25.293278,13.895164,6.387546,0.018750,0.020150,0.008325,0.107250,0.827750,0.146150,0.836075
500,500,187048.7638,8951191.8997,0.154789,135.081131,26.838316,129.639832,22.784504,112.912003,24.980034,10.029085,0.361978,0.072053,0.860358,0.266825,28.620338,14.357992,6.895463,0.072925,0.017375,0.004925,0.214125,0.666525,0.304425,0.671450
500,600,187098.7638,8951191.8997,0.284351,139.425293,23.270176,130.548828,21.840553,114.946548,22.915585,12.215808,0.340490,0.074691,0.801786,0.287025,27.712681,14.801619,6.817680,0.174700,0.010475,0.002950,0.233325,0.548700,0.418500,0.551650
500,700,187148.7638,8951191.8997,0.375742,135.430801,21.337433,125.325424,20.546896,110.344376,20.914953,12.261455,0.340398,0.084751,0.771180,0.266475,27.048149,14.909410,6.852496,0.249350,0.008575,0.001975,0.183350,0.532700,0.441275,0.534675
